categoria,descricao,ean,preco,titulo,url,titulo_cb,loja,titulo_pp,k-1,k-1-qtd,k-1-qtd/1,k-10,k-10-qtd,k-10-qtd/10,k-50,k-50-qtd,k-50-qtd/50,match_rank,1/match_rank,match_rank/total
/categoria/eletrodomesticos/fogao/fogao-de-piso,"Fogão De Piso Itatiaia Vitrum 5 Bocas Com Acendimento Automático Preto Bivolt Com design moderno de Cooktop, o Fogão Vitrum da Itatiaia chegou para revolucionar a cozinha da sua casa! A mesa é de vidro temperado, que garante mais facilidade na hora da limpeza. Produto resistente que garante melhor performance, possui um queimador tripla chama, manipulos removíveis com sinalização de posição e acendimento automático, porta de vidro dupla resistente. Pés altos e resistentes, prateleira deslizante, puxador em alumínio escovado, forno autolimpante e queimadores de alumínio robustos com trempe em ferro fundido. Características: Marca: Itatiaia Acabamento externo (vidro + coluna): Vidro + aço Acabamento interno (vidro + coluna): Vidro + aço Geometria do vidro: Liso plano Grafismo no Vidro: Sim Abertura da porta: Multi parada Acabamento externo do painel: Chapa pintada Controle Integrado no painel: Não Grafismo no painel: Sim Acabamento externo estufa: Chapa pintada Branco Móvel ou fixa: Fixa Material da mesa: Vidro Temperado 6mm Frequência da rede (Hz): 60 Potência elétrica nominal máxima para 127 V (w): 7W Potência elétrica nominal máxima para 220 V (w): 16W Tipo de gás: * glp/gn Quantidade de queimadores: 5 Queimadores Rendimento médio: 63,00 Controle integrado na mesa: Sim Grafismo na mesa: Sim Queimador grande Especial: Tripla Chamas Acabamento capa queimador: Esmaltado Fosco Acabamento câmara queimador: Forjado polido c/ saia Sistema: Base c/Suporte p/ Eletrodo Manípulos: Injetado Trempes: Individual Material da trempe: Ferro Fundido Classificação energética: a Acendimento: Automático Geometria do tampão de vidro: Não Grafismo no tampão: Não Nº de Cavidades Forno: 1 Material do Puxador: Alumínio Potência (kW): 2,4 Timer: Não Prateleira: 1 Fixa/1 deslizante Luz no forno: Sim Lâmpada inclusa: Sim 220v Autolimpante: Sim Revestimento do forno: Catalítico a pó Volume (litro): 100,884828 Consumo de manutenção do forno (kg/h): 0,13 Vazão total (L/min): 10,58 Pressão de gás glp (kPa): 2,75 Pressão de gás gn (kPa): 1,96 Itens Inclusos 1x Fogão Vitrum Itatiaia, 5 Bocas, Acendimento Automático Dimensões Altura: 93 cm Largura: 76.7 cm Profundidade: 62.62 cm Peso: 36.4 kg Garantia do fornecedor: 12 mesesCor: Cor Voltagem: Voltagem",7892946336618,"R$ 1.495,12",Fogão De Piso Itatiaia Vitrum 5 Bocas Com Acendimento Automático Preto Bivolt,https://www.americanas.com.br/produto/4755220765,fogão de piso itatiaia vitrum 5 bocas com acendimento automático preto bivolt,americanas,Fogão De Piso Itatiaia Vitrum 5 Bocas Com Acendimento Automático Preto Bivolt,0,0,0,0,0,0.0,1,1,0.02,25,0.04,0.03424657534246575
/categoria/eletrodomesticos/fogao/fogao-de-piso,"Com um visual moderno, o fogão 5 bocas Agile Up Glass oferece beleza e agilidade para a sua cozinha. Esse fogão conta com mesa de vidro com grafismo e forno com ultra visor, o que possibilita uma melhor visualização do alimento no momento do preparo. Suas grades aneladas possuem 6 pontos de apoio composto em ferro fundido, trazendo maior durabilidade e resistência as altas temperaturas. Esse fogão 5 bocas mesa de vidro conta ainda com controle de temperatura simples e ágil (180° a 290°C), puxador ergonômico com acabamento em alumínio escovado e pés altos e robusto. Além de todos esses benefícios, esse fogão atlas possui forno com capacidade de até 86,5 Litros, revestimento limpa fácil e 2 grades deslizantes que facilitam no preparo e retirada das receitas.",7897180506322,"R$ 1.699,00",Fogão Atlas Agile Up Glass 5 Bocas Acendimento Automático Preto,https://www.americanas.com.br/produto/5080081591,fogão atlas agile up glass 5 bocas acendimento automático preto,americanas,Fogão Atlas Agile Up Glass 5 Bocas Acendimento Automático Preto,0,0,0,1,5,0.5,1,6,0.12,2,0.5,0.0027397260273972603
/categoria/eletrodomesticos/fogao/fogao-de-piso,"Fogão 5 Bocas com Mesa de Vidro Dako Supreme Glass: design e acabamento de dar água na boca! Com mesa de vidro temperado sem moldura e top control, o fogão ainda conta com botões removíveis, que permitem mais facilidade na hora da limpeza. Além disso, é equipado com trempes de ferro fundido e acendimento automático. A versão 5 bocas possui 2 queimadores de 1,7kW, 2 queimadores Família de 2,0kW e 1 queimador Tripla Chama de 3,3kW. Características Marca: Dako Linha: Supreme Ref.: 300000571 Cor: Preto Voltagem: Bivolt Fabricação: Nacional Botões Removíveis Sistema Corta/Bloqueia Gás Instalação: Fogão de Piso Funcionamento: Gás Quantidade de bocas: 5 bocas Capacidade do forno: 100 Litros Tipo de acendimento: Automático Eficiência Energética: a Acabamento da Mesa: Vidro Temperado Vidro do forno: Vidro Duplo Acabamento do forno: Limpa Fácil Luz no forno: Sim (lâmpada acompanha o produto) Trempes: Individual em Ferro Fundido com 4 pontos de apoio Grades do forno: 2 Grades deslizantes Potência: 2Q Ramal de 1,7kW, 2Q Família de 2,0kW e 1Q Tripla Chama de 3,3kW Dimensões Aproximado do Produto (LxAxP): 76 cm x 95,2 cm x 63,8 cm Dimensões Aproximadas Internas do Forno (LxAxP): 61,5 cm x 36 cm x 45 cm Imagens meramente ilustrativas. Importante: Imprescindível à conferência no ato da entrega. Em caso de anormalidade, recuse o recebimento. Garantia de 12 meses contra defeitos de fabricação, de acordo com as normas do fabricante. Produto novo, original, lacrado e acompanha nota fiscal.",7897180504328,"R$ 1.693,90",Fogão de Piso Dako Supreme Glass 5 Bocas a Gas Acendimento Automático Preto Bivolt,https://www.americanas.com.br/produto/4866447541,fogão de piso dako supreme glass 5 bocas a gas acendimento automático preto bivolt,americanas,Fogão de Piso Dako Supreme Glass 5 Bocas a Gas Acendimento Automático Preto Bivolt,0,0,0,0,0,0.0,1,2,0.04,14,0.07142857142857142,0.019178082191780823
/categoria/eletrodomesticos/fogao/fogao-de-piso,"Dimensões do produto (cm): A:87 x L:75 x P:55 Dimensões internas do forno (cm): A:30,5 x L:64 x P:41 Dimensões da embalagem: A:88,5 x L:76 x P:56? PapelãoPeso líquido: 22,7kgPeso bruto: 24,7kg",7908156900812,"R$ 1.675,86",Fogao 5B mueller moderatto s/acend - 601230019,https://www.americanas.com.br/produto/4409285865,fogao 5b mueller moderatto s/acend - 601230019,americanas,Fogao 5B mueller moderatto sacend  601230019,0,0,0,1,1,0.1,1,2,0.04,7,0.14285714285714285,0.009589041095890411
/categoria/eletrodomesticos/fogao/fogao-de-piso,"Características do produto Tipo: Fogão de Piso Acendimento: Automático Queimadores: 2 Grandes e 4 Médios Trempe dos Queimadores: Individual Luxo Esmaltada Mesa Queimadores: Vidro Preto Base das Trempes: Esmaltada na cor Preta Botões: Removíveis Válvula de Segurança: Sim Luz no Forno: Sim (Lâmpada não acompanha o produto) Prateleiras do Forno: Duas Auto Deslizantes Revestimento do Forno: Esmalte Easy Clean Temperatura: 5 posições de 180°C Até 290°C Função Grill: Não Timer Grill: Não Timer Gás: Não Espeto Giratório: Não Bandeja Coletora de Resíduos: Não Porta Removível: Sim Porta do forno: Vidro Panorâmico Preto Vidro Duplo na Porta: Sim Puxador da Porta: Alumínio Polido Estufa: Móvel com vidro preto Puxador da Estufa: Alumínio Polido Entrada de Gás: Uma Entrada(Lado Esquerdo Visto de Frente) Cores das Laterais: Branco Marca: Venax Especificações Técnicas Alimentação: Gás glp (a conversão para Gás Natural não é coberta pela garantia) Tensão: Bivolt Frequência: 50/60Hz Classificação Energética: ""A"" Etiquetas: ence e conpet Garantia: 1 Ano Potência do Queimador do Forno: 3,30kW Potência Queimadores Mesa: 1,80 kW(Queim. Grande); 1,35 kW(Queim. Médio) Dimensões Internas do Forno(LxPxA): 648x470x290(mm) Volume do Forno: 88,3L",7899552142541,"R$ 1.674,00",Fogao A gas maxi vitreo 6 Q branco gas glp,https://www.americanas.com.br/produto/43421754,fogao a gas maxi vitreo 6 q branco gas glp,americanas,Fogao A gas maxi vitreo 6 Q branco gas glp,0,0,0,1,1,0.1,1,1,0.02,2,0.5,0.0027397260273972603
/categoria/eletrodomesticos/fogao/fogao-de-piso,"Dimensões do produto (cm): A:87 x L:75 x P:55 Dimensões internas do forno (cm): A:30,5 x L:64 x P:41 Dimensões da embalagem: A:88,5 x L:76 x P:56? PapelãoPeso líquido: 22,7kgPeso bruto: 24,7kg",7908156900782,"R$ 1.675,86",Fogao 5B mueller moderatto s/acend - 601230016,https://www.americanas.com.br/produto/4454328810,fogao 5b mueller moderatto s/acend - 601230016,americanas,Fogao 5B mueller moderatto sacend  601230016,0,0,0,1,1,0.1,1,1,0.02,2,0.5,0.0027397260273972603
/categoria/eletrodomesticos/fogao/fogao-de-piso,"Características do produto Tipo: Fogão de Piso Acendimento: Automático Queimadores: 2 Grandes e 4 Médios Trempe dos Queimadores: Individual Luxo Esmaltada Mesa Queimadores: Vidro Preto Base das Trempes: Esmaltada na cor Preta Botões: Removíveis Válvula de Segurança: Sim Luz no Forno: Sim (Lâmpada não acompanha o produto) Prateleiras do Forno: Duas Auto Deslizantes Revestimento do Forno: Esmalte Easy Clean Temperatura: 5 posições de 180°C Até 290°C Função Grill: Não Timer Grill: Não Timer Gás: Não Espeto Giratório: Não Bandeja Coletora de Resíduos: Não Porta Removível: Sim Porta do forno: Vidro Panorâmico Preto Vidro Duplo na Porta: Sim Puxador da Porta: Alumínio Polido Estufa: Móvel com vidro preto Puxador da Estufa: Alumínio Polido Entrada de Gás: Uma Entrada(Lado Esquerdo Visto de Frente) Cores das Laterais: Preto Fosco Marca: Venax Especificações Técnicas Alimentação: Gás glp (a conversão para Gás Natural não é coberta pela garantia) Tensão: Bivolt Frequência: 50/60Hz Classificação Energética: ""A"" Etiquetas: ence e conpet Garantia: 1 Ano Potência do Queimador do Forno: 3,30kW Potência Queimadores Mesa: 1,80 kW(Queim. Grande); 1,35 kW(Queim. Médio) Dimensões Internas do Forno(LxPxA): 648x470x290(mm) Volume do Forno: 88,3L",7899552142565,"R$ 1.674,00",Fogao A gas maxi vitreo 6 Q preto fosco gas glp,https://www.americanas.com.br/produto/43421755,fogao a gas maxi vitreo 6 q preto fosco gas glp,americanas,Fogao A gas maxi vitreo 6 Q preto fosco gas glp,0,0,0,1,1,0.1,1,1,0.02,3,0.3333333333333333,0.00410958904109589
/categoria/eletrodomesticos/fogao/fogao-de-piso,"Para deixar sua cozinha super prática e moderna é essencial investir em um fogão de qualidade. E pensando sempre no melhor, trouxemos para você o Fogão Venax. Prepare deliciosas receitas de uma forma prática e eficiente. Com excelente material e acabamento, ele deixará sua cozinha com muita beleza. - Válvula de Segurança - Luz no forno - Porta Removível - Vidro Duplo na Porta - Função Grill - Timer Grill - Timer Gás Produtos de decoração não inclusos. Imagens meramente ilustrativas. Modelo: Palladio VítreoCor: BrancoTipo: Fogão de PisoAcendimento: Super-AutomáticoMaterial da mesa: VidroCor da mesa: PretoBase das trempes: Esmaltada na cor PretaTipo dos botões: RemovíveisEntrada de Gás: 1 - Lado Esquerdo Visto de FrenteAlimentação: Gás GLPFrequência: 60HzClassificação Energética: AEtiquetas: Ence e ConpetQuantidade de queimadores: 4Queimadores: 1 Grande e 3 MédiosTrempe dos Queimadores: Individual LuxoAcabamento trempes: EsmaltadasPotência queimador do forno: 2,30 kWPotência do grill: 700 WPotência queimadores médio: 1,35 kWPotência queimador grande: 1,80 kWPrateleiras do Forno: Duas Auto DeslizantesRevestimento do Forno: Esmalte Easy CleanTemperatura: 5 posições de 180C Até 290CMaterial da porta do forno: Vidro Panorâmico EspelhadoMaterial do puxador da porta: Alumínio PolidoEstufa: Móvel com vidro espelhadoDimensões internas do forno: 29 x 37,8 x 47 cm (a x L x P)Volume do forno: 51,8 litros Marca: VenaxConteúdo da embalagem: 1 FogãoDimensões aproximadas do produto: 92 x 48 x 61 cm (a x L x P)Dimensões aproximadas da embalagem: 89 x 49 x 63 cm (a x L x P)Peso aproximado do produto: 30 KgPeso aproximado da embalagem: 32,5 KgInformações Adicionais: Certificação inmetro / conpet",7899552141018,"R$ 1.765,90",Fogão A Gás glp Venax Palladio Vítreo 4 Bocas Branco,https://www.americanas.com.br/produto/103865064,fogão a gás glp venax palladio vítreo 4 bocas branco,americanas,Fogão A Gás glp Venax Palladio Vítreo 4 Bocas Branco,0,0,0,1,1,0.1,1,1,0.02,6,0.16666666666666666,0.00821917808219178
/categoria/eletrodomesticos/fogao/fogao-de-piso,"A linha de fogões Vitrum Timer Digital passa por rigorosos testes de qualidade e segurança, e é aprovada, principalmente, no dia a dia dos consumidores. Produto resistente que garante melhor performance, possui um queimador tripla chama, manipulos removíveis com sinalização de posição e acendimento automático, porta de vidro dupla resistente. Pés altos e resistentes, prateleira deslizante, puxador em alumínio escovado, forno limpa fácil e queimadores de alumínio robustos com trempe em ferro fundido.",7892946336632,"R$ 1.759,90",Fogão 5 Bocas Automático Tripla Chama Bivolt Vitrum Timer Digital Itatiaia Preto,https://www.americanas.com.br/produto/4913116745,fogão 5 bocas automático tripla chama bivolt vitrum timer digital itatiaia preto,americanas,Fogão 5 Bocas Automático Tripla Chama Bivolt Vitrum Timer Digital Itatiaia Preto,0,0,0,0,0,0.0,1,6,0.12,16,0.0625,0.021917808219178082
/categoria/eletrodomesticos/fogao/fogao-de-piso,"Fogão De Piso Dako 5 Bocas Acendimento Automático Magister Preto Bvolt O mundo mudou, sua cozinha evoluiu mais o prazer de cozinhar continua o mesmo. Mais beleza e amplitude, mais segurança e robustez. E design incrível. Características: Modelo: 300000728 Mesa de vidro com borda infinita e frente sextavada. Vidro Temperado. Forno amplo com mega visor e maior capacidade da categoria. Capacidade do forno 100 Litros. Manípulos removíveis facilita a limpeza do dia a dia. Tipo de acendimento Automático. Funcionamento Gás. Acabamento do forno Limpa Fácil Luz no forno Sim (lâmpada acompanha o produto). Vidro do forno Vidro Duplo. Trempes Ferro Fundido. Grades do forno 1 grade deslizante e 1 auto deslizante. Timer Digital Não. Botões Removíveis Sim 2Q Ramal 1,7kW, 2Q Família 2,0kW e 1Q Tripla Chama 3,3kW. Sistema Bloqueia Gás Sim Dimensões: Altura: 95,2 cm Largura: 76 cm Profundidade: 63,8 cm Peso: 39,15 kg Garantia do fornecedor de 12 meses. Cor: Cor Voltagem: Voltagem",7897180505448,"R$ 1.539,91",Fogão De Piso Dako 5 Bocas Acendimento Automático Magister Preto Bvolt,https://www.americanas.com.br/produto/4883007563,fogão de piso dako 5 bocas acendimento automático magister preto bvolt,americanas,Fogão De Piso Dako 5 Bocas Acendimento Automático Magister Preto Bvolt,0,0,0,1,2,0.2,1,4,0.08,3,0.3333333333333333,0.00410958904109589
/categoria/eletrodomesticos/fogao/fogao-de-piso,"Se você procura praticidade e qualidade para a sua cozinha, esse lindo Fogão Venax é o produto certo. Produzido com materiais resistentes e de ótima durabilidade, ele possui acendimento automático, dentre várias funções que vão lhe agradar no dia a dia. Qualidade e sofisticação para o seu dia a dia.Modelo: Delplus VítreoTipo: Fogão de PisoAcendimento: AutomáticoQueimadores: 2 Grandes e 4 MédiosTrempe dos Queimadores: Individual Simples EsmaltadaMesa dos Queimadores: Vidro PretoBase das Trempes: Esmaltada na cor PretaPotência dos queimadores pequenos: 1,35 kWPotência dos queimadores grandes: 1,80kWPrateleiras do Forno: Uma RegulávelRevestimento do Forno: Esmalte Easy CleanTemperatura: 5 posições de 180 até 290CFunção Grill, Timer Grill e Timer Gás: NãoEspeto Giratório: NãoBandeja Coletora de Resíduos: NãoPorta Removível: SimPorta do forno: Vidro PretoVidro Duplo na Porta: SimPuxador da Porta: Aço Pintado na cor do produtoEstufa: FixaPuxador da Estufa: n/aEntrada de Gás: Uma entrada do lado esquerdo visto de frenteCor predominante: PretoCor das laterais: Preto FoscoAlimentação: Gás glpTensão: BivoltFrequência: 50/60HzClassificação Energética: aEtiquetas: ence e conpetPotência do Grill: n/aPotência do Queimador do Forno: 3,30 kWLuz no Forno: NãoBotões: RemovíveisDimensões Internas do Forno: 29 x 64,8 x 47 (a x L x p)Volume do Forno: 88,3 LitrosMarca: VenaxConteúdo da embalagem: 1 FogãoDimensões aproximadas do produto: 88 x 75 x 61 cm (a x L x p)Dimensões aproximadas da embalagem: 77 x 63 x 89 cm (a x L x p)Peso aproximado do produto: 40 KgPeso aproximado da embalagem: 41 KgInformações Adicionais: Possui válvula de segurança Produtos de decoração não inclusos. Imagens meramente ilustrativas. As cores dos objetos podem sofrer alterações devido a luminosidade, configurações do monitor e até mesmo a percepção do usuário.",7899552142381,"R$ 1.688,90",Fogão De Piso 6 Bocas A Gás glp Venax Delplus Vítreo Bivolt Preto,https://www.americanas.com.br/produto/43409369,fogão de piso 6 bocas a gás glp venax delplus vítreo bivolt preto,americanas,Fogão De Piso 6 Bocas A Gás glp Venax Delplus Vítreo Bivolt Preto,0,0,0,0,0,0.0,1,1,0.02,17,0.058823529411764705,0.023287671232876714
/categoria/eletrodomesticos/fogao/fogao-de-piso,"Características do Produto: Tipo de Fogão: Piso Modelo: Itaglass Marca: Itatiaia Cor: Preto Quantidade de Bocas: 5 Quantidade de Fornos: 1 Acendimento Automático: Sim Alimentação: Bivolt Altura: 93 cm Largura: 76,8 cm Comprimento: 62,6 cm Peso: 34,9 kg Especificações Técnicas: Quantidade de queimadores: 5 Potência total mesa - glp (kw): 10,7 Acabamento da capa do queimador: Esmaltado brilhante Material da mesa: Vidro temperado de 6mm Manípulos: Injetado Trempes: Individual Material da trempe: Ferro fundido Acendimento: Automático Material do puxador: Aço Potência (kw): 2,4 Prateleira: 2 fixas Luz no forno: Sim Mesa de Vidro: Sim Lâmpada inclusa: 220v Autolimpante: Sim Volume (litro): 88,5 Potência mesa + forno - glp (kw): 13,1 Pressão de gás glp (kpa): 2,75 Acabamento externo (vidro + coluna): Vidro + aço Acabamento interno (vidro + coluna): Vidro + aço Acamento externo: Chapa pintada Material (pés): Polipropileno Dimensões do Produto: (AxLxC): 93 x 76,8 x 62,6 Peso: 34,9 kg Dimensões do Produto Embalado: (AxLxC): 80,5 x 78 x 64,5 cm Peso: 39,5 kg Fornecedor: Itatiaia",7892946398111,"R$ 1.178,32","Fogão de Piso Itatiaia Itaglass 5 Bocas, Acendedor Automático, Preto, Bivolt",https://www.americanas.com.br/produto/4012359555,"fogão de piso itatiaia itaglass 5 bocas, acendedor automático, preto, bivolt",americanas,Fogão de Piso Itatiaia Itaglass 5 Bocas Acendedor Automático Preto Bivolt,0,0,0,1,2,0.2,1,2,0.04,5,0.2,0.00684931506849315
/categoria/eletrodomesticos/fogao/fogao-de-piso,"Fogao 4Bocas - 2Queimador Simples, 2Queimadores Duplos PMSD-402f p37402 Marca: Progás Modelo: pmsd - 402 f Garantia: 06 Meses *Preço sujeito a alteração mediante a entrada de novo lote. Fogão com 4 bocas, sendo 2 bocas com queimadores simples e 2 bocas com queimadores duplos - Produzido com perfl de 5 cm e grelhas removíveis em material fundido de 32 x 32 cm; Registros industriais cromados com estágios contínuos; Com bandeja coletora de gordura e sapatas plásticas; Dimensões: Altura:82,5 cm Largura:74 cm Profundidade:82 cm Peso Líquido:30 kg *Imagem meramente ilustrativa.",7898466541983,"R$ 1.757,70",Fogao 4b 2qs 2qd pmsd-402f p37402,https://www.americanas.com.br/produto/2908945661,fogao 4b 2qs 2qd pmsd-402f p37402,americanas,Fogao 4b 2qs 2qd pmsd402f p37402,0,0,0,1,1,0.1,1,1,0.02,4,0.25,0.005479452054794521
/categoria/eletrodomesticos/fogao/fogao-de-piso,"Características do Produto Tipo: Fogão de Piso Acendimento: Automático Queimadores: 2 Grandes e 4 Médios Trempe dos Queimadores: Individual Esmaltada Mesa Queimadores: Vidro Preto Base das Trempes: Esmaltada na cor Preta Botões: Removíveis Válvula de Segurança: Sim Luz no Forno: Sim (Lâmpada não acompanha o produto) Prateleiras do Forno: Uma Auto Deslizante Revestimento do Forno: Esmalte Easy Clean Temperatura: 5 posições de 180°C Até 290°C Função Grill: Não Timer Grill: Não Timer Gás: Não Espeto Giratório: Não Bandeja Coletora de Resíduos: Não Porta Removível: Sim Porta do Forno: Vidro Panorâmico Vidro Duplo na Porta: Sim Puxador da Porta: Alumínio Polido Estufa: Não Entrada de Gás: Lado Esquerdo Visto de Frente Cores das Laterais: Branco Marca: Venax Especificações Técnicas: Alimentação: Gás glp (a conversão para Gás Natural não é coberta pela garantia) Tensão: Bivolt Frequência: 50/60Hz Classificação Energética: ""A"" Etiquetas: ence e conpet Garantia: 1 Ano Potência do Queimador do Forno: 3,30kW Potência Queimadores Mesa: 1,80kW(Queim. Grande) 1,35kW(Queim. Médio) Dimensões Internas do Forno(LxPxA): 648x470x290(mm) Volume do Forno: 51,8L",7899552142480,"R$ 1.743,90",Fogao a Gas Picasso Vitreo 6 Q Branco Gas Glp,https://www.americanas.com.br/produto/43423371,fogao a gas picasso vitreo 6 q branco gas glp,americanas,Fogao a Gas Picasso Vitreo 6 Q Branco Gas Glp,0,0,0,1,1,0.1,1,1,0.02,3,0.3333333333333333,0.00410958904109589
/categoria/eletrodomesticos/fogao/fogao-de-piso,"Fogão 4 bocas preto com frente em vidro preto e mesa de vidro Dako Diplomata. Desing moderno e sofisticado que eleva a experiência de cozinhar Além do desing moderno com frente total em vidro preto, o novo fogão Dako Diplomata conta com uma série diferenciais. Beleza e inovação, com o recorte frontal exclusivo da mesa de vidro. A sua cozinha vai ficar ainda mais bonita e moderna. Aproveite a facilidade de limpeza da exclusiva testeira anti-resíduos. Ela ajuda a impedir o acúmulo de gordura e resíduos na parte traseira do fogão, ela é removível e muito fácil de limpar. O novo Dako Diplomata tem muito espaço interno e ampla visão com a frente Full Glass. Com ela você acompanha de perto as etapas do preparo daquele assado especial. Agora muito mais seguras, as novas grades quadradas possuem com 8 pontos de apoio para as suas panelas. São ideais e seguras para as panelas maiores, sobrando espaço para utilizar tranquilamente as outras bocas do fogão. Os botões são ergonômicos e possuem trava de segurança infantil. O puxador é de alumínio escovado, além de pés robustos e semi-embutidos. A versão 4 bocas conta com 3 queimadores semirrápidos de 1,7kW e 1 queimador rápido de 3,0kW. O forno possui excelente capacidade de 60 litros, acabamento limpa fácil e iluminação interna (lâmpada acompanha o produto). Além de 1 grade autodeslizante e 1 deslizante e porta com vidro duplo que preserva o calor. DIFERENCIAIS: - Forno com capacidade gigante de 60L - Beleza e inovação para a sua cozinha - Mesa com recorte frontal - Exclusiva testeira anti-resíduos - Frente Full Glass - Grades com 8 pontos de apoio dados técnicos: - Voltagem: Bivolt - Cor: Preto - Quantidade de bocas: 4 bocas - Tipo de acendimento: Automático - Acabamento da Mesa: Vidro Temperado - Turbo Convecção: Não - Dimensões Internas do Forno (LxAxP): 37x36x45 cm - Grill: Não - Funcionamento: Gás - Capacidade do forno: 60 Litros - Acabamento do forno: Limpa Fácil - Luz no forno: Sim (lâmpada acompanha o produto) - Vidro do forno: Vidro Duplo - Tampa: Não - Trempes: Individual em Ferro Fundido Quadradas com 8 pontos de apoio - Grades do forno: 1 Grade autodeslizante e 1 deslizante - Timer Digital: Não - Botões Removíveis: Sim - Potência dos queimadores: 3Q Semirrápidos de 1,7kW e 1Q Rápido de 3,0kW - Sistema Bloqueia Gás: Sim - Eficiência Energética: a - Dimensões (LxAxP): 51,5x93,7x65 cm - Peso: 31,3 kg - Garantia: 12 meses conteúdo da embalagem: - Fogão 4 Bocas Preto Dako Diplomata Bivolt - Manual de instruções Aqui na Loja O Pescador de Ofertas, você pode concluir a sua compra facilmente, com toda a segurança e a sua entrega é garantida. Aqui você está em 1º Lugar!",7897180508302,"R$ 1.539,12",Fogão de Piso 4Q Preto Frente e Mesa Vidro Dako Diplomata Bivolt,https://www.americanas.com.br/produto/4855859291,fogão de piso 4q preto frente e mesa vidro dako diplomata bivolt,americanas,Fogão de Piso 4Q Preto Frente e Mesa Vidro Dako Diplomata Bivolt,0,0,0,1,2,0.2,1,2,0.04,4,0.25,0.005479452054794521
/categoria/eletrodomesticos/fogao/fogao-de-piso,"Fogão Jade Glass da Esmaltec, sua cozinha equipada e sofisticada. Está procurando um fogão moderno e robusto? Conheça o Jade Glass da Esmaltec! Com ele sua cozinha ou espaço gourmet ganham mais qualidade, sofisticação e facilidade para todas as tarefas do dia a dia. Combinando eficácia com modernas linhas de acabamento, o fogão de piso Jade Glass possui mesa de vidro temperado, puxador em aço pintado reforçado e acendimento automático total, proporcionando beleza, facilidade na hora da limpeza e segurança durante o uso. Além disso, com a luz interna no forno e duas resistentes prateleiras, com o Jade Glass você tem mais espaço para fazer deliciosos assados, como: bolos, tortas, carnes e legumes. São muitas possibilidades, uma mais saborosa que a outra. Seus 5 queimadores garantem mais espaço e melhor distribuição de panelas e frigideiras em sua base, e os trempes individuais em ferro fundido conferem muita vida útil ao produto. Já o forno auto limpante, os botões removíveis e os pés altos agilizam todo processo de higienização, e a classificação A em eficiência evita o alto consumo de energia. Confira essas e outras vantagens do Jade Glass da Esmaltec e leve para casa seu novo aliado na cozinha. Fogão Jade Glass da Esmaltec, sua cozinha equipada e sofisticada.Fabricante: Esmaltec Marca: Esmaltec Modelo: Jade Glass 5Q Conteúdo da embalagem: 01 Fogão - 01 Manual de Instruções Garantia (meses): 12 Auto-limpante: Sim Botões removíveis: Sim Eficiência Energética Selo Procel: a Luz no forno: Sim Quadri-chama: Nao Quantidade de prateleiras do forno: 2 Timer: Nao Tripla-chama: Sim Vidro removivel: Não Altura cm: 93,8 Largura cm: 76,7 Profundidade cm: 59,8 Peso kg: 31,0 Número de queimadores: 5 Duplo forno: Não Grill: Não Acendimento automático: Sim Certificações: Inmetro: 000915/2018Trocas e devoluções serão válidas apenas para produtos que apresentarem problemas de fabricação. O prazo para solicitações é de até 07 dias após a entrega. Fotos ilustrativas. Produtos Novos com garantia e nota fiscal. Fotos ilustrativas. As escalas de redução não são proporcionais. Os objetos de decoração que aparecem nos produtos em oferta, não estão incluídos nos preços dos mesmos. Reservamos o direito de corrigirmos erros gráficos.",7899081743301,"R$ 1.750,00",Fogão Jade Glass 5q Esmaltec preto null,https://www.americanas.com.br/produto/4842365997,fogão jade glass 5q esmaltec preto null,americanas,Fogão Jade Glass 5q Esmaltec preto null,0,0,0,1,1,0.1,1,1,0.02,8,0.125,0.010958904109589041
/categoria/eletrodomesticos/fogao/fogao-de-piso,"Características do Produto Tipo: Fogão de Piso Acendimento: Automático Queimadores: 3 Grandes e 2 Médios Trempe dos Queimadores: Individual Esmaltada Mesa Queimadores: Vidro Preto Base das Trempes: Esmaltada na cor Preta Botões: Removíveis Válvula de Segurança: Sim Luz no Forno: Sim (Lâmpada não acompanha o produto) Prateleiras do Forno: Uma Auto Deslizante Revestimento do Forno: Esmalte Easy Clean Temperatura: 5 posições de 180°C Até 290°C Função Grill: Não Timer Grill: Não Timer Gás: Não Espeto Giratório: Não Bandeja Coletora de Resíduos: Não Porta Removível: Sim Porta do Forno: Vidro Panorâmico Vidro Duplo na Porta: Sim Puxador da Porta: Alumínio Polido Estufa: Não Entrada de Gás: Lado Esquerdo Visto de Frente Cores das Laterais: Preto Fosco Marca: Venax Especificações Técnicas: Alimentação: Gás glp (a conversão para Gás Natural não é coberta pela garantia) Tensão: Bivolt Frequência: 50/60Hz Classificação Energética: ""A"" Etiquetas: ence e conpet Garantia: 1 Ano Potência do Queimador do Forno: 3,30kW Potência Queimadores Mesa: 1,80kW(Queim. Grande); 1,35kW(Queim. Médio) Dimensões Internas do Forno(LxPxA): 648x470x290(mm) Volume do Forno: 88,3L",7899552141322,"R$ 1.742,90",Fogao a Gas Picasso Vitreo 5 Q Preto Fosco Gas Glp,https://www.americanas.com.br/produto/43423939,fogao a gas picasso vitreo 5 q preto fosco gas glp,americanas,Fogao a Gas Picasso Vitreo 5 Q Preto Fosco Gas Glp,0,0,0,1,1,0.1,1,1,0.02,2,0.5,0.0027397260273972603
