descricao_1,ean_1,titulo_1,url_1,titulo_cb_1,loja_1,descricao_2,ean_2,titulo_2,url_2,titulo_cb_2,loja_2,categoria,match
Todas as informações divulgadas são de responsabilidade do fabricante/fornecedor.Verifique com os fabricantes do produto e de seus componentes eventuais limitações à utilização de todos os recursos e funcionalidades. Imagens Meramente Ilustrativas.,7892509113687,"Samsung Smart TV 70"" Crystal UHD 70TU7000 4K 2020, Wi-fi, Borda Infinita, Controle Remoto Único, Visual Livre de Cabos, Bluetooth,  Processador Crystal 4K",https://www.americanas.com.br/produto/1618005920,"samsung smart tv 70"" crystal uhd 70tu7000 4k 2020, wi-fi, borda infinita, controle remoto único, visual livre de cabos, bluetooth,  processador crystal 4k",americanas,"DESCRIÇÃO MARCA: HYE MODELO: HYE22DTFG COR: Preto TELA: LED de 22"" RESOLUÇÃO DA TELA: HD 1366 x 768 ALTO-FALANTE: Integrados POTÊNCIA: 2 de 3 watts ÂNGULO DE VISÃO: Horizontal: 176º BRILHO: 160 cd/m² PROPORÇÃO DA IMAGEM: Widescreen, 16:9 RELAÇÃO DE CONTRASTE (DCR): 100000:1 CARACTERÍSTICAS: Conversor de TV Digital ISDB-T integrado - Compatível com sistemas de TV PAL-M/N e NTSC INTERFACE: HDMI - USB - 2 A.V IN - RF IN - Mini Jack 3.5 mm - VGA - PC Audio IN VOLTAGEM: 100 - 240 V ~ 50/60 Hz INCLUI: Controle remoto - 2 pilhas AAA - Parafusos - Manual",8809222513266,Tv Monitor Led De 22 Hye Hd Hdmi/Usb/Conversor Digital,https://www.amazon.com.br/Monitor-Led-Hdmi-Conversor-Digital/dp/B09RTLXG3Y,tv monitor led de 22 hye hd hdmi/usb/conversor digital,amazon,tvs,0
"Conte com uma tela Widescreen de 32” HD de alta resolução, proporcionando uma imersão total ao conteúdo em reprodução. Além de uma velocidade de resposta incrível com o processador Mstar e 256MB de RAM. Tela 32"" Multilaser HD, te oferece imagens nítidas e vivas para você ter uma experiência surpreendente, assista aos seus canais favoritos e acompanhe seus seriados e veja os melhores filmes. Aproveite diversos conteúdos, você também consegue reproduzir conteúdo direto do seu Pen Drive. Possui 2 entradas de HDMI, entrada RCA e sua alimentação é 100-220V 60Hz. IMAGENS MERAMENTE ILUSTRATIVAS",7899838894768,Tela 32 Pol. HD Multilaser Entradas HDMI USB - TL022,https://www.amazon.com.br/Tela-Pol-Multilaser-Entradas-HDMI/dp/B08DL7R1LT,tela 32 pol. hd multilaser entradas hdmi usb - tl022,amazon,"Smarttv Led Hd 32 Britânia Smart Com Netflix - Bivolt Voltagem: Bivolt Smarttv Led HD 32 Britânia Smart Com Netflix - Bivolt Com Smart TV BTV32G51SN você poderá acessar os aplicativos onde seu conteúdo favorito está localizado. Além disso, você pode navegar na web, interagir em redes sociais e se divertir com jogos de vídeo. Mergulhe na tela Sua resolução HD apresenta imagens com grande detalhe e alta definição. Agora tudo o que você vê ganhará vida com brilho e cores mais reais. Um som que o rodeia Você sentirá que vem de todas as direções possíveis, o que enriquece a percepção disso. O diálogo de sua série de fim de semana ou a música de seus cantores favoritos assumirá um significado diferente. Além de assistir tv Sua função Screen Share permite duplicar a tela do seu smartphone, tablet ou pc para aparecer na sua tv. Desta forma, você poderá visualizar todo tipo de conteúdo: material audiovisual, documentos de trabalho, e-mails e muito mais.",7891356102110,Smarttv Led Hd 32 Britânia Smart Com Netflix - Bivolt,https://www.americanas.com.br/produto/5120765235,smarttv led hd 32 britânia smart com netflix - bivolt,americanas,tvs,0
"Charakot Moder: Ci 55 Teptebutep: Interlaketiff Tuchipanel Fiitures Cher Ande Aperalance: Alumínio Aloy Flem Blok Desin, Franbaton, Franport, Fran horn O'Flor Di Mencience 1313. 5m * 824. 8m * 107. 8m (Wisconpot, Ander Walmont) 1313. 5m * 824. 8m * 89. 5 m (Wisconpot, Norval Mount) 1313. 5m * 824. 8m*85。 8m (Exkroding Compt, Ander Walmont) Totalwett (George. William. 48 gramas Maxim Bauer Konsen Putin: ≤ 130 William (Witthoutep) Standby: ≤0. 5 William Cisterm Confi Gula Dion Kep: Cortex (A 53* 2 + A 73*2) @ 1. 55 Geiz Gepp: Cotex A 53 Kwadkol 1. 3 Gaizsistrom: Androy de Memori: Dede 32 Gesto Lagospes: 8 Gästeinar Storag: Maxim Expans Ansonscard 128 g;Usbud 2. 0 Sapots A Maxim Ben 1 Tbudis Priceclin FOUR: 55 Inki (16:9) Discreto: Ledpanel ImmechDisplace: 1211. 6 (Ha) Ke 682. 8 (v) Resolução fisical: 3840 (Ha) × 2160 (v) Discrecoro: 10 bits, 1. 07 Brefreshrat: 60 Hertz Breitnez: 350 g /US 2 Contraste: 2000: 1 Vion Angle (Degris): 178° Displee Protktiern: 4 Mforf Temperre de Hayx Plosien-Pruffgras Barclay Triff: 80000 Horst Paramets Immech Foz: Pa/Sekam/Enzk (Optin) Sandfmatts: Boog/de/I/Louis Chanel Storag: 200 PisSpixe pessie Fikations: 15 William/8 Ohm×2 Sab woofers Pix o'o Fitures: Barrans, Ottovolu Mecontrol, Surendsand, Equariuse Inport Afport: 2 Grup (Seri In-Oneport, 1 Grup) Reeveport: 1 Grup Vega: 2 Grup (Rosenwyth Frante) Odi Oport: 2 Grup (Rosenwith Frante) Mick: 1 Grup Koloport: 1 Grup (Seri-In-Onnepot) Dia 45: 1 Gruptkade: 1 GrupTuchport: 2 Gropps (1 Frant)Hermi: 2 Grups (1 Inverant) Usbud 2. 0 Potts: 3 Grups (1 Infrante) Usbud 3. 0 Porter: 1 Gropps Infrante (OnlibesCharéndendend) Otepkoschalport: 1 Grup Afport: 1 Grup (Seri-In-Oneport) Shifonis: 1 Setvega: 1 Grup Komunika Dion Potras 232:1 Grup Tučići Percy: Non-Contakt Inveredinktien Tyknoy, Sopot 10 Pontos. Sistem du Al Sistem: Sappot (Opsmoduler, 5) Oppensy Sturms: Oppen Andrew Dhistrom",763571902363,"Tosta 55 Ingi Ai Oh Purr- Timmer Interlaktif Tucci Whitbode, Smart Bodefoklasrum Andebusines 55""4 Udtuchis Krin Walmont, Video Conferens Forimitinroom, Apu anandroydez 55 Tepteb.",https://www.amazon.com.br/Interlaktif-Bodefoklasrum-Andebusines-Forimitinroom-anandroydez/dp/B09WVWFMN1,"tosta 55 ingi ai oh purr- timmer interlaktif tucci whitbode, smart bodefoklasrum andebusines 55""4 udtuchis krin walmont, video conferens forimitinroom, apu anandroydez 55 tepteb.",amazon,"Viva a experiência 8K todos os dias com Smart TV QLED Samsung Q900RJá passou da hora de você aproveitar melhor o conforto do lar com o que há de mais modernos em tecnologia para televisores. Com a telona 8K da Smart TV QLED Samsung Q900R, os personagens das suas séries e filmes favoritos estarão tão perto de você que vão parecer reais.A tela de 75 polegadas carregada com mais de 33 milhões de pixels dá um banho de imagens nítidas a cada cena. Ela vem com uma resolução 8 vezes superior às das TVs Full HDs convencionais, o que significa que todo conteúdo transmitido na TV terá imagens 4 vezes mais precisas e definidas do que a de uma TV 4K, por exemplo.E para você ter a melhor experiência dentro de casa, os contrastes e cores da smart TV 8K são reproduzidas da mesma forma como as vemos na vida real. Isso graças às tecnologias de Pontos Quânticos da tela QLED e o HDR 4000 que entregam 100% do volume da cor e intensificam o brilho ao máximo da tela, respectivamente.Caso você não tenha conteúdos em 8K para assistir, a Q900R também vem equipada com a tecnologia AI Upscaling que consegue converter qualquer imagem de entrada em cenas de alta resolução. Ou seja, ela gera cenas com contrastes nítidos e movimentos naturais em qualquer ocasião, independentemente da qualidade do vídeo.Outro diferencial da smart TV Samsung é o seu design. Ela conta com um único cabo transparente que conecta a tela ao One Connect, central de conexões externa. Ligando simultaneamente a TV à energia e aos demais aparelhos. Assim, você não vê fios espalhados na sala. Se você estava aguardando o momento certo para trocar de TV, não perca essa promoção! Smart TV 8K barata você só encontra aqui! Veja mais informações e garanta a sua :)Todas as informações divulgadas são de responsabilidade do fabricante/fornecedor. Verifique com os fabricantes do produto e de seus componentes eventuais limitações à utilização de todos os recursos e funcionalidades. Imagens Meramente Ilustrativas.",7892509106504,"Smart TV Qled 8k 75"" Samsung QN75Q900RBGXZD Direct Full Array 16x com Conversor Digital 3 USB 4 HDMI  Wi-Fi IA Upscaling  HDR 4000 - Preto",https://www.americanas.com.br/produto/134240641,"smart tv qled 8k 75"" samsung qn75q900rbgxzd direct full array 16x com conversor digital 3 usb 4 hdmi  wi-fi ia upscaling  hdr 4000 - preto",americanas,tvs,0
,7892509122009,"Smart TV Samsung 55"" QLED 4K Q65B 2022 Design Air Slim, Processador Quantum Lite, Multitela 55""",https://www.amazon.com.br/Samsung-Design-Processador-Quantum-Multitela/dp/B0B1VW81P9,"smart tv samsung 55"" qled 4k q65b 2022 design air slim, processador quantum lite, multitela 55""",amazon,"Modelo: Bu8000 Dynamic Crystal Color Cores puras e reais Aproveite um novo nível de imagens em ultrarresolução e veja todas as sutilezas e nuances das cores como na vida real. Design Air Slim Elegante e fina como nunca1 Seja na parede ou no rack, essa TV de apenas 2,5cm de espessura combinará perfeitamente com seu espaço. Processador Crystal 4K Imagens mais vivas e nítidas em 4K2, O processador Crystal 4K transforma tudo a que você assiste em resolução próxima à 4K. Novo Smart Hub. Seus filmes, programas e jogos em um só lugar3 Experiência otimizada de pesquisa, que sugere conteúdos com base em como você usa sua tv. Realce de Contraste. Mais cor e profundidade, em qualquer conteúdo. Desfrute de uma imagem mais natural e detalhada com essa tecnologia inovadora, que analisa as regiões da tela e ajusta automaticamente o contraste. hdr. Veja as cenas claras e escuras com mais detalhes. O hdr aumenta o alcance dos níveis de luz na sua tv, proporcionando mais brilho, contraste e detalhes para você aproveitar o seu programa favorito tanto nas cenas mais escuras, quanto nas de alta luminosidade. Motion Xcelerator. Chegou a hora de dar um up no seu jogo. Surpreenda os seus adversários dominando a partida em uma TV que proporciona mais fluidez a cada cena. Som em movimento Virtual, Som que acompanha a ação. A experiência do som 3D permitirá que você fique totalmente imerso no áudio dos seus filmes e séries, como se estivesse no meio da ação. Sincronia Sonora. O som da Soundbar é somado aos alto-falantes da TV e, diferente das TVs convencionais, ambos trabalham em conjunto para uma experiência sonora única e incomparável. Controle Remoto SolarCell Um salto significativo rumo à sustentabilidade5, Um controle remoto moderno e ecológico, feito de quase um terço de plástico reciclável e que é recarregável por energia solar, pela própria luz ambiente da sua casa ou por usb, evitando o desperdício de milhões de pilhas aaa ao longo dos anos. Som Adaptivo, Seu som otimizado no seu espaço. Vivencie uma experiência de som potencializada de acordo com o ambiente da sua casa, independente se a TV estiver colocada na parede ou no rack. Múltiplos Assistentes de Voz. Uma maneira inteligente de comandar sua TV por voz9 Controle sua TV por voz em português: acesse apps, mude de canal ou altere o volume. A TV traz Bixby, Alexa e Google Assistant integrados para você escolher o seu serviço de voz preferido.",7892509121934,"Samsung Smart TV Crystal uhd 4K 50BU8000 2022, Design slim, Tela sem limites, Alexa built in 50",https://www.americanas.com.br/produto/5140147477,"samsung smart tv crystal uhd 4k 50bu8000 2022, design slim, tela sem limites, alexa built in 50",americanas,tvs,0
Recurso: ,9186545024082,"Orbit Sander, máquina de polimento pneumático de 10000RPM com saco de armazenamento de tubo de ar para marcenaria para polimento para lixar",https://www.amazon.com.br/polimento-pneum%C3%A1tico-10000RPM-armazenamento-marcenaria/dp/B09J35BXM9,"orbit sander, máquina de polimento pneumático de 10000rpm com saco de armazenamento de tubo de ar para marcenaria para polimento para lixar",amazon,"12 em tela colorida portátil carro TV digital, 1280*800 1080P HD 16:9 tela LED TV digital, suporta entrada AV, cartão de memória/MMC, porta USB, VGA, HDMI ",9130974886407,"Zhiyavex TV digital portátil para carro com tela colorida de 12 polegadas, 1280800 1080p HD 16:9 tela LED digital, suporta entrada AV entrada/saída, cartão de memória/MMC, porta USB, VGA, HDMI",https://www.amazon.com.br/Zhiyavex-digital-port%C3%A1til-colorida-polegadas/dp/B0989VHJ89,"zhiyavex tv digital portátil para carro com tela colorida de 12 polegadas, 1280800 1080p hd 16:9 tela led digital, suporta entrada av entrada/saída, cartão de memória/mmc, porta usb, vga, hdmi",amazon,tvs,0
Todas as informações divulgadas são de responsabilidade do fabricante/fornecedor. Verifique com os fabricantes do produto e de seus componentes eventuais limitações à utilização de todos os recursos e funcionalidades. Imagens Meramente Ilustrativas.,7893299915840,Smart TV LED 43” LG 43UP7500 4K UHD Wi-Fi Bluetooth HDR ThinQAI Compatível Com Inteligência Artificial,https://www.americanas.com.br/produto/3280455586,smart tv led 43” lg 43up7500 4k uhd wi-fi bluetooth hdr thinqai compatível com inteligência artificial,americanas,"Smart TV LG 43 polegadas 4K uhd 43UP7500PSF webOS ThinQ ai HGiGQuem não gosta de uma Smart tv, não é verdade? A Smart TV 43UP7500PSF da LG é ideal para você!!Se você busca a mais alta tecnologia de brilho e contraste, o hdr Ativo é perfeito para os detalhes que antes estavam escondidos na escuridão ou no excesso de luminosidade da cena. Sua resolução proporciona imagens perfeitas mesmo em ambientes pequenos onde você tem pouca distância entre seu ângulo de visão e a TV. Ela tem compatibilidade com o controle Smart Magic que será seu aliado para aqueles dias de descanso e conforto. Tem formato ergonômico e fácil de segurar, e o sistema de apontar e rolar deixa a pesquisa mais rápida: )Ela é perfeita para você!!Informações Técnicas: - Marca: lg- Modelo: 43UP7500PSF- Tela: 43 polegadas 4K uhd- Processador: a5 Gen4 Processor 4K- Sistema Operacional: webOS 6.0Características: - LG ThinQ ai- Ultra Surround- Filmmaker mode- Gamer Optimizer- Baixo input lag- Bluetooth In/Out- Redução de ruídos- Alerta de esportes- Cabo de alimentação ac- Parafusos da base e Base- Adaptador de áudio e vídeo- Guia de Início Rápido em Português- Todos os seus apps favoritos de streaming- HGiG (Reconhece o desempenho da TV e a qualidade da imagem para ajustar os gráficos hdr, melhor visão no game)Entradas e Saídas: - 01 Entrada rf- 01 Entradas usb- 02 Entradas hdmi 2.0*Controle Smart Magic vendido separadamente*Garantia do Fornecedor: 12 meses. ATENÇÃO CLIENTE!!Super diquinhas para você cliente feliz!!1. Foto do anúncio meramente ilustrativa.2. confira A voltagem desejada antes de comprar produtos eletronicos - 127V ou 220V3. Objetos de decoração não acompanham o produto e não estão inclusos no pedido.4. Para instalação, funcionalidades, manutenção e cuidados específicos consulte o manual do produto ou contrate um profissional.5. Devido às normas da abnt e às resoluções nº 13 de 2006, nº 2 de 2007 e nº 8 de 2009 do conmetro os fabricantes estão mudando as tomadas para o novo padrão. Para utilizar este produto, será preciso adaptador ou a troca da tomada antiga. Não nos responsabilizamos por esta alteração.6. entrega por conta da Móveis Linhares somente para compras realizadas no site da Moveis Linhares com destino as cidades aonde temos lojas físicas. Mais informações consulte nossa política de entrega.7. confira o estado do produto no ato da entrega junto com o entregador, prevenindo-se de problemas futuros. #ficaadica.8. A entrega não considera subida de lances de escada ou içamento de produtos que não cabem em elevadores. confira as dimensões antes de comprar.",7893299915840,Smart TV LG 43 polegadas 4K uhd 43UP7500PSF webOS ThinQ ai HGiG,https://www.americanas.com.br/produto/5163467035,smart tv lg 43 polegadas 4k uhd 43up7500psf webos thinq ai hgig,americanas,tvs,1
"Interface para instalação de acessórios linha vw Ft-vf-vw4 Aplicação: Nivus 2021 com tela de 10,1 Polo 2018 a 2022 T-cross 2019 a 2020 T-cross 2021 com tela de 10,1 T-cross 2021 com tela de 6,5 Virtus 2018 a 2021 Virtus 2022 com tela de 10,1 Virtus 2022 com tela de 6,5 Neste kit segue: 1 interface de vídeo 1 receptor de tv full hd A interface ft-vf-vw4 é a interface de vídeo que adiciona novas possibilidades a multimídia original do volkswagem polo, virtus, t-cross e nivus.Tudo isso com instalação plug and play que mantém a originalidade do veículo. Ft-tv-hd3 A nova tv digital full hd ft-tv-hd3 chegou para você confundir o banco do carro com o sofá da sua casa. Com melhor qualidade de imagem e recepção de sinal, sua família não irá perder uma notícia importante ou o final da novela a caminho de casa. Possui saída para telas traseiras e entrada usb que permite reprodução de mídias e atualização remota. Produto com total integração com as interfaces de vídeo faaftech. Conheça a tv digital full hd ft-tv-hd3 e veja o conteúdo como ele deve ser visto. Especificações: Função vim (usb) Habilita 2 entradas av Habilita entrada para câmera traseira Habilita entrada para câmera frontal Comandos para tv e dvd no volante Integração de áudio por fm ou ativação da entrada auxiliar original do veículo Opção para desabilitar gráfico do sensor de estacionamento nos carros com tela de 10,1 Saídas auxiliares 12v acc e câmera Conexões plug and play - mantém a originalidade do veículo Atualização via usb - permite atualização remota do produto Observações: apenas para o veículo nivus utilizando câmera frontal perde-se 1 entrada av ativação compatível nos veículos com tela de 8 polegadas Navegação via gps não funcionará corretamente durante a utilização das entradas av Ícones e aviso de câmera ficarão visíveis nas entradas av Aso o veículo não tenha câmera original será necessário instalar Itens inclusos: Interface de vídeo ft-vf-vw4 1 receptor de tv full hd Chicote plug and play Manual Marca: faaftech Garantia: 12 meses pelo fabricante Não nos responsabilizamos por nenhum dano ocasionado pela instalação do produto por um profissional não qualificado, sendo assim de total responsabilidade do proprietário Todas as informações divulgadas são de responsabilidade do fabricante / fornecedor. Verifique com os fabricantes do produto e de seus componentes eventuais limitações à utilização de todos os recursos e funcionalidades.",7892460097019,Tv Digital Full Hd Vw Polo 2022 Faaftech Ft-Vf-Vw4,https://www.americanas.com.br/produto/5200891143,tv digital full hd vw polo 2022 faaftech ft-vf-vw4,americanas,"Modelo: Bu8000 Dynamic Crystal Color Cores puras e reais Aproveite um novo nível de imagens em ultrarresolução e veja todas as sutilezas e nuances das cores como na vida real. Design Air Slim Elegante e fina como nunca1 Seja na parede ou no rack, essa TV de apenas 2,5cm de espessura combinará perfeitamente com seu espaço. Processador Crystal 4K Imagens mais vivas e nítidas em 4K2, O processador Crystal 4K transforma tudo a que você assiste em resolução próxima à 4K. Novo Smart Hub. Seus filmes, programas e jogos em um só lugar3 Experiência otimizada de pesquisa, que sugere conteúdos com base em como você usa sua tv. Realce de Contraste. Mais cor e profundidade, em qualquer conteúdo. Desfrute de uma imagem mais natural e detalhada com essa tecnologia inovadora, que analisa as regiões da tela e ajusta automaticamente o contraste. hdr. Veja as cenas claras e escuras com mais detalhes. O hdr aumenta o alcance dos níveis de luz na sua tv, proporcionando mais brilho, contraste e detalhes para você aproveitar o seu programa favorito tanto nas cenas mais escuras, quanto nas de alta luminosidade. Motion Xcelerator. Chegou a hora de dar um up no seu jogo. Surpreenda os seus adversários dominando a partida em uma TV que proporciona mais fluidez a cada cena. Som em movimento Virtual, Som que acompanha a ação. A experiência do som 3D permitirá que você fique totalmente imerso no áudio dos seus filmes e séries, como se estivesse no meio da ação. Sincronia Sonora. O som da Soundbar é somado aos alto-falantes da TV e, diferente das TVs convencionais, ambos trabalham em conjunto para uma experiência sonora única e incomparável. Controle Remoto SolarCell Um salto significativo rumo à sustentabilidade5, Um controle remoto moderno e ecológico, feito de quase um terço de plástico reciclável e que é recarregável por energia solar, pela própria luz ambiente da sua casa ou por usb, evitando o desperdício de milhões de pilhas aaa ao longo dos anos. Som Adaptivo, Seu som otimizado no seu espaço. Vivencie uma experiência de som potencializada de acordo com o ambiente da sua casa, independente se a TV estiver colocada na parede ou no rack. Múltiplos Assistentes de Voz. Uma maneira inteligente de comandar sua TV por voz9 Controle sua TV por voz em português: acesse apps, mude de canal ou altere o volume. A TV traz Bixby, Alexa e Google Assistant integrados para você escolher o seu serviço de voz preferido.",7892509121972,"Samsung Smart TV Crystal uhd 4K 75BU8000 2022, Design slim, Tela sem limites, Alexa built in 75",https://www.americanas.com.br/produto/5023167233,"samsung smart tv crystal uhd 4k 75bu8000 2022, design slim, tela sem limites, alexa built in 75",americanas,tvs,0
"TV 50 Polegadas aoc LED Smart 4k wi-fi USB hdmi 50u6305 Características: 1x USB 3.0 RJ-45 (para conexão de rede via cabo - Internet) 1 Wi-Fi Sim - Dualband Wi-Fi Miracast Certificado Sim Bluetooth Sim - v 4.2 Saída spdif (Áudio Óptico) 1 Entrada para fone de ouvido 1 Tamanho da Tela 50 Polegadas Tipo de Painel dled Resolução (modo tv) 4K Frequência do painel 60Hz Processador Quad Core Design Borderless Prata Proporção da Tela 16:9 Taxa de Contraste dinâmico 1:200.000 Tempo de Resposta (ms) 8 ms Ângulo de Visão 178º Brilho (cd/m²) 230 Input Lag = 20ms Resolução de Display Suportada (inputs de vídeo) 480i, 480p, 576i, 576p, 720p, 1080i, 1080p, 3840x2160p 24/25/30/50/60Hz Parental Control (controle dos pais) Sim Smart TV (Wi-Fi Integrado) X-mart c Aplicativos Netflix, YouTube, Prime Video, Globoplay, YouTube Kids, Deezer e outros disponíveis na loja de apps aoc hdr: HDR10/HDR10 + /HLG/Dolby Vision Acesso Rápido: Netflix, YouTube e Globoplay Sleep Timer: Sim Idiomas: Português, Inglês, Espanhol epg (Guia Eletrônico de Programação): Sim Produto ecológico (menor consumo de energia): Sim tv Sistema de Cores Recursos de Som Equalizador de 5 bandas, Som com ia, Diálogo claro, Dolby Atmos, Nivelador de volume Dolby, Modo noturno Tecnologia de Áudio (Dolby Atmos, Dolby Digital, etc. ) Dolby Atmos Potência de Áudio (rms) 20 W / Dolby Atmos Sistema dos Alto-falantes 2.0 Formatos de Vídeo suportados avi, mkv, hevc, H.264/MPEG-4 avc, MPEG1, MPEG2, MPEG4, WMV9/VC1, VP9, hevc (H.265) Formatos de Música suportados MP3, wav, aac, wma (v2 up to v9.2), wma-pro (v9 and v10) Formatos de Imagens/fotos suportados jpeg, gif, png, bmp, heif, 360 photo Memória (dram + Flash) dram: 2 gb Flash: 4 gb Configuração dos Alto-falantes 10 W x 2 Consumo Standby (padrão) 0,5W Vídeo Composto Vídeo Componente 1 Áudio l/r 1 hdmi 3 Versão do hdmi hdcp 2.3 hdmi arc Sim, todas as portas USB 1 x USB 2.0 vesa 20 x 20 cm Dimensões com Base: Altura: 70,3 cm Largura: 111,3 cm Profundidade: 26,8 cm Peso: 11,35 kg Dimensões sem Base: Altura: 62,5 cm Largura: 111,3 cm Profundidade: 8,7 cm Garantia do fornecedor: 12 meses Atenção: Não nos responsabilizamos, no ato da entrega, por desmontagens, subir escadas e elevadores ou transporte por guincho para apartamentos. Eventuais despesas são de responsabilidade do cliente. Confira as dimensões deste produto e certifique-se de que passará normalmente por supostos elevadores, portas, escadas ou corredores de sua moradia. Recomendamos que os produtos sejam instalados por profissionais especializados e não nos responsabilizamos pelo mau uso ou instalação indevida, causando a perda da garantia. Todas as informações divulgadas são de responsabilidade do fabricante e fornecedor. Valor unitário. Imagem meramente ilustrativa. Prazo de troca e devolução: 7 dias a partir do recebimento do produto - Lei número 8.078. Sempre confira o produto no ato da entrega.",7898620271107,TV 50 Polegadas aoc LED Smart 4k wi-fi USB hdmi 50u6305,https://www.americanas.com.br/produto/3047068213,tv 50 polegadas aoc led smart 4k wi-fi usb hdmi 50u6305,americanas,"TV PHILCO 50"" 4K, que dispõe de processador Gráfico Triple que permite um melhor desempenho de imagens e respostas gráficas e processador Quad core um processador com quatro núcleos de processamento, permitindo um melhor desempenho do seu televisor.",7899963902406,"Smart TV Philco 50"" PTV50G70SBLSG Ultra HD 4K Tela Infinita Quadcore e App Store",https://www.amazon.com.br/Smart-Philco-PTV50G70SBLSG-Infinita-Quadcore/dp/B086DBK9T8,"smart tv philco 50"" ptv50g70sblsg ultra hd 4k tela infinita quadcore e app store",amazon,tvs,0
"Modelo: QN70Q65BAGXZD Tecnologia de Pontos Quânticos10 anos de garantia contra Burn inSom em Movimento Desfrute o máximo da qualidade de imagem em 4K, com 1 bilhão de cores vibrantes por muito mais tempo. Surpreenda os seus adversários dominando a partida em uma TV que proporciona mais fluidez a cada cena. A experiência do som 3D permitirá que você fique totalmente imerso no áudio dos seus filmes e séries, como se estivesse no meio da ação. Experimente uma imersão incrível nos seus programas favoritos com uma TV superfina de apenas 2,5cm de espessura e sem bordas aparentes. Com o novo Smart Hub você gasta menos tempo pesquisando e mais tempo assistindo a programas que você gosta, graças à experiência otimizada de pesquisa, que sugere conteúdos com base em como você usa sua tv. Tecnologia para oferecer um novo nível de entretenimento em tv. Tenha a melhor visualização do seu game com opções de formato de tela de 21:9 ou 32:9, além de um menu intuitivo para você consultar o input lag, fps, hdr e outras informações importantes com rapidez e realizar ajustes que fazem a diferença na partida. O som da soundbar é somado aos alto-falantes da TV e, diferente das TVs convencionais, ambos trabalham em conjunto para uma experiência sonora única e incomparável. A TV identifica o som e o aprimora de acordo com cada cena do seu conteúdo. Assim você percebe com mais clareza as vozes da cena, até se o volume da TV estiver baixo. Um controle remoto moderno e ecológico, feito de quase um terço de plástico reciclável e que é recarregável por energia solar, pela própria luz ambiente da sua casa ou por usb, evitando o desperdício de milhões de pilhas aaa ao longo dos anos. Controle e monitore toda a sua casa. Acesse o aplicativo SmartThings e transforme sua TV na central de automação controlando os demais aparelhos inteligentes da Samsung ou criando programações de acordo com a sua rotina. Além disso, aparelhos mais antigos, como seu ventilador com controle remoto, são detectados automaticamente e controlados pela tv. Com a TV Samsung, você aproveita não apenas a melhor qualidade de imagem, mas também curte, no conforto da sua casa, diferentes atividades, como acesso a canais gratuitos, videoconferências na tela grande, acesso remoto ao seu pc e conectividade entre aparelhos, além de também poder dividir a tela ao meio com dois conteúdos diferentes. Aproveite! Desfrute de conteúdo de TV gratuito. Escolha entre uma variedade de canais que oferecem conteúdo para todos os interesses. Sem assinatura e sem dispositivos extras. Divida a tela da TV ao meio, o conteúdo a que você está assistindo de um lado e a tela espelhada do seu smartphone do outro. Acesse vídeos, verifique estatísticas de esportes e muito mais, enquanto assiste ao seu programa ou jogo favorito. Controle sua TV por voz em português: acesse apps, mude de canal ou altere o volume. A TV traz Bixby, Alexa e Google Assistant integrados para você escolher o seu serviço de voz preferido. Encoste seu smartphone na TV e veja o conteúdo do seu celular automaticamente espelhado na tela grande para compartilhamento de fotos, vídeos e apresentações. Aquela confusão de controles no seu ambiente acabou. O exclusivo Controle Remoto Único reconhece todos os aparelhos compatíveis conectados à TV e passa a controlá-los também. Estamos intensificando nosso compromisso com a sustentabilidade com nossas novas embalagens ecológicas.",7892509122634,"Smart TV Samsung 70 qled 4K Q65B 2022 Design Air Slim, Processador Quantum Lite, Multitela",https://www.americanas.com.br/produto/5130499866,"smart tv samsung 70 qled 4k q65b 2022 design air slim, processador quantum lite, multitela",americanas,,7892509122634,"Smart TV Samsung 70"" QLED 4K Q65B 2022 Design Air Slim, Processador Quantum Lite, Multitela 70""",https://www.amazon.com.br/Samsung-Design-Processador-Quantum-Multitela/dp/B0B1W74F5L,"smart tv samsung 70"" qled 4k q65b 2022 design air slim, processador quantum lite, multitela 70""",amazon,tvs,1
"TV Philco PTV39G50D d-led 39""",7891356086595,TV Philco PTV39G50D d-led 39,https://www.americanas.com.br/produto/4660650164,tv philco ptv39g50d d-led 39,americanas,Todas as informações divulgadas são de responsabilidade do fabricante/fornecedor.Verifique com os fabricantes do produto e de seus componentes eventuais limitações à utilização de todos os recursos e funcionalidades. Imagens Meramente Ilustrativas.,7898620271381,"Smart TV Philips Android 50"" 4k 50pug7406/78, Google Assistant, Comando de Voz, Dolby Vision/atmos, Vrr/allm, Bluetooth",https://www.americanas.com.br/produto/4382343462,"smart tv philips android 50"" 4k 50pug7406/78, google assistant, comando de voz, dolby vision/atmos, vrr/allm, bluetooth",americanas,tvs,0
